Object ID,Launch Date,Mass (kg),Dimensions (m),Orbital Altitude (km),Orbital Inclination (degrees),Orbital Eccentricity,Velocity (km/s),Material Type,Collision Probability,Decay Date,Operational Status,Risk Factor,Region of Orbit
D2894,1976-08-29,8736.85,3.8x2.0x2.0,36811.9,177.42,0.0868,2.78,Composite,0.0019,1961-08-29,Fragmented,Medium,GEO
D2895,2015-06-10,5493.79,3.6x3.7x0.4,4486.06,171.92,0.0208,7.93,Composite,0.094,1991-06-10,Active,Medium,MEO
D2896,2003-02-05,8489.67,1.7x0.2x2.3,7979.05,38.48,0.0915,4.65,Steel,0.0077,1990-07-13,Fragmented,High,MEO
D2897,1985-07-25,5046.54,3.6x3.7x4.6,25171.67,84.82,0.0176,7.21,Polymer,0.0272,2030-09-30,Inactive,Low,MEO
D2898,1966-04-13,4666.54,2.0x4.8x1.0,4717.21,166.91,0.0556,7.01,Composite,0.0532,1999-02-02,Fragmented,Medium,MEO
D2899,1972-02-25,2269.4,1.3x0.5x4.4,18476.15,164.03,0.029,2.4,Steel,0.0842,2051-02-05,Active,Low,MEO
D2900,2001-01-26,9388.65,4.7x1.7x3.6,36212.53,146.87,0.0749,7.26,Polymer,0.0352,,Inactive,High,GEO
D2901,1971-01-06,8088.67,2.6x1.4x2.5,15654.39,67.22,0.066,4.48,Polymer,0.0156,1969-02-20,Fragmented,Medium,MEO
D2902,2013-06-13,3524.96,0.5x2.4x0.1,6469.64,62.96,0.0017,3.02,Aluminum,0.0427,1982-01-13,Fragmented,High,MEO
D2903,1983-09-29,1070.03,1.5x0.3x1.0,27102.13,149.77,0.0189,3.78,Steel,0.0398,2013-04-20,Active,Medium,MEO
D2904,1998-06-25,9805.34,4.4x2.0x4.0,35110.82,179.01,0.0812,4.28,Polymer,0.0382,1990-01-21,Active,Medium,MEO
D2905,1987-01-14,4706.56,2.5x2.1x1.7,37332.29,117.63,0.0947,7.12,Titanium,0.0214,1989-04-15,Inactive,High,GEO
D2906,1986-10-04,990.66,3.5x0.7x3.8,4153.0,93.44,0.0973,3.31,Polymer,0.0715,2008-03-19,Fragmented,Medium,MEO
D2907,1961-05-21,4456.95,2.4x3.3x2.7,23466.24,23.53,0.03,7.36,Titanium,0.0936,2044-08-22,Inactive,Medium,MEO
D2908,2010-11-04,3999.76,1.7x4.0x4.8,3975.05,95.73,0.0674,7.49,Steel,0.011,1979-05-22,Fragmented,Low,MEO
D2909,1983-08-31,2641.55,1.2x2.4x3.3,34269.04,143.08,0.0312,2.67,Aluminum,0.0469,2017-03-21,Inactive,Low,MEO
D2910,2001-10-16,7566.71,1.5x4.0x4.2,27153.84,128.95,0.0645,3.3,Aluminum,0.0903,2031-08-10,Fragmented,High,MEO
D2911,2014-09-22,6358.16,3.0x2.3x2.5,5912.43,80.61,0.0426,6.35,Polymer,0.0117,1962-09-28,Fragmented,Medium,MEO
D2912,2014-04-15,3059.98,0.1x0.3x1.7,2960.93,82.32,0.0838,7.25,Titanium,0.0167,2016-06-21,Fragmented,High,MEO
D2913,2020-08-15,37.38,2.3x3.2x1.1,22186.44,94.78,0.0749,2.99,Steel,0.0287,1960-06-16,Inactive,Low,MEO
D2914,1961-03-06,6278.26,4.8x0.9x5.0,3525.36,174.1,0.05,4.25,Aluminum,0.0266,2005-06-14,Fragmented,High,MEO
D2915,1993-10-21,6083.46,3.3x4.5x2.5,2277.81,105.15,0.0516,7.21,Composite,0.044,2026-12-19,Fragmented,Low,MEO
D2916,1995-09-04,9226.55,2.8x2.3x3.3,25356.18,104.15,0.0081,7.84,Aluminum,0.0187,2002-11-11,Active,High,MEO
D2917,2016-03-02,6033.52,3.0x4.6x3.2,31103.47,79.46,0.079,2.51,Polymer,0.0575,2013-11-16,Fragmented,High,MEO
D2918,2020-08-28,1150.4,1.0x3.9x2.0,1266.2,176.79,0.0461,7.03,Aluminum,0.005,2019-10-20,Fragmented,High,LEO
D2919,2006-10-17,4954.98,4.1x1.1x4.1,22707.53,38.86,0.0037,5.07,Aluminum,0.0744,1986-04-12,Inactive,High,MEO
D2920,1962-11-24,5065.91,1.6x3.1x4.4,16611.95,27.55,0.0581,5.64,Aluminum,0.0104,2007-08-23,Fragmented,Low,MEO
D2921,2006-02-27,7661.49,3.3x3.0x2.1,39362.6,173.79,0.0558,5.0,Steel,0.0658,1977-10-01,Inactive,High,GEO
D2922,1995-12-27,5588.85,3.8x4.0x2.4,18188.71,80.49,0.0632,5.82,Steel,0.0135,,Inactive,Medium,MEO
D2923,2023-02-24,6540.7,4.1x4.9x1.5,5233.67,14.08,0.0385,6.8,Aluminum,0.0476,,Inactive,High,MEO
D2924,1961-10-07,6922.83,2.8x1.1x2.4,15917.84,5.96,0.0671,6.49,Aluminum,0.0189,2024-03-16,Active,Low,MEO
D2925,2005-10-21,1548.33,0.8x1.4x2.1,26335.96,17.66,0.0359,6.17,Aluminum,0.0338,1981-03-20,Inactive,High,MEO
D2926,1985-03-13,5964.3,1.3x2.7x0.4,34801.81,104.67,0.0715,5.55,Composite,0.08,2020-04-14,Inactive,High,MEO
D2927,2021-08-03,6701.15,2.0x3.1x0.2,28112.2,92.06,0.0871,5.69,Titanium,0.0803,2026-08-04,Fragmented,High,MEO
D2928,2005-06-20,8789.38,1.6x0.3x1.3,35259.72,37.06,0.0422,3.69,Composite,0.0293,1996-02-01,Inactive,Medium,MEO
D2929,1981-07-31,1256.21,4.7x3.3x2.4,10498.44,109.19,0.0247,5.38,Polymer,0.0048,2025-06-19,Fragmented,Medium,MEO
D2930,1962-11-01,3688.05,1.1x2.3x1.0,16507.69,120.37,0.0699,4.18,Composite,0.0561,,Inactive,Medium,MEO
D2931,1992-02-18,4532.24,1.8x2.1x3.9,11775.16,110.64,0.0195,7.89,Aluminum,0.0335,2009-09-08,Active,Medium,MEO
D2932,2010-08-12,4611.74,2.1x0.7x4.9,33852.97,161.97,0.059,6.1,Steel,0.0306,,Fragmented,Low,MEO
D2933,1992-09-16,5392.44,1.7x1.1x4.7,36629.42,16.1,0.0585,6.55,Steel,0.0626,2001-08-03,Fragmented,Medium,GEO
D2934,2020-03-10,3709.45,0.5x2.8x4.2,11466.94,30.79,0.0189,4.63,Polymer,0.0852,1978-06-20,Active,Medium,MEO
D2935,1958-09-15,6812.53,4.5x2.8x2.2,18354.15,8.35,0.0791,2.25,Composite,0.052,1962-03-03,Active,Medium,MEO
D2936,2002-01-01,1095.61,0.1x4.0x1.1,9191.87,92.12,0.0792,6.22,Titanium,0.0657,1985-10-21,Active,High,MEO
D2937,1967-04-06,3422.77,3.8x0.8x2.9,22163.87,165.33,0.0833,7.22,Steel,0.0415,,Inactive,Low,MEO
D2938,2011-03-02,1117.43,1.1x3.4x0.9,37293.21,105.58,0.0891,3.89,Composite,0.033,1995-02-24,Fragmented,Medium,GEO
D2939,1960-01-26,5676.08,0.5x4.4x0.2,17549.45,94.71,0.0707,6.44,Polymer,0.095,2006-03-31,Inactive,Medium,MEO
D2940,1998-10-20,7255.48,2.5x1.9x0.4,12910.84,149.98,0.0158,7.79,Aluminum,0.057,2014-04-09,Inactive,Medium,MEO
D2941,2011-02-21,2468.99,0.3x4.5x2.7,8808.72,11.31,0.0085,3.52,Composite,0.02,1989-06-09,Fragmented,Low,MEO
D2942,2018-08-11,880.08,4.9x1.2x2.4,13811.73,45.75,0.0432,2.82,Steel,0.024,,Inactive,Medium,MEO
D2943,1970-03-09,9400.42,0.9x0.8x1.2,33991.27,34.68,0.0118,4.41,Steel,0.0919,2010-10-02,Active,High,MEO
D2944,2022-01-06,7353.55,1.2x3.6x2.3,17432.5,41.92,0.0106,4.81,Polymer,0.0188,1980-01-08,Active,High,MEO
D2945,1991-05-23,1458.72,4.4x0.2x1.0,1772.55,136.96,0.0517,6.96,Titanium,0.0269,1987-10-25,Inactive,Medium,LEO
D2946,1983-01-19,4125.02,2.5x0.8x1.0,8645.89,116.63,0.036,7.03,Steel,0.0366,1992-05-05,Inactive,Low,MEO
D2947,1974-07-25,1614.83,1.8x3.6x3.2,7385.72,21.1,0.0018,4.82,Steel,0.0168,2011-04-20,Inactive,Low,MEO
D2948,2005-05-13,6391.22,3.7x4.3x2.8,31250.29,127.58,0.052,3.78,Aluminum,0.0493,2044-01-07,Inactive,Low,MEO
D2949,1959-08-14,9600.0,4.1x0.9x4.5,18394.13,143.52,0.003,5.68,Titanium,0.088,1984-12-21,Active,Low,MEO
D2950,1974-07-08,8712.87,4.8x0.6x0.3,16551.95,91.45,0.0428,6.6,Titanium,0.0669,1995-06-07,Inactive,Medium,MEO
D2951,1957-10-23,8426.32,2.2x0.6x1.4,26862.41,147.36,0.0522,6.26,Polymer,0.0156,2030-09-24,Fragmented,Low,MEO
D2952,2007-11-27,5384.98,2.8x2.1x4.8,21236.66,71.86,0.048,7.35,Titanium,0.0977,1989-07-15,Active,Low,MEO
D2953,2017-11-14,1097.83,1.5x3.5x4.4,36467.7,56.56,0.0815,7.98,Steel,0.0151,2037-05-18,Fragmented,Low,GEO
D2954,1998-11-12,8215.0,3.6x4.1x3.9,25803.63,53.12,0.0867,6.05,Composite,0.0306,2015-01-05,Inactive,High,MEO
D2955,1997-04-06,131.26,1.5x2.3x1.1,19381.22,157.94,0.0648,6.17,Aluminum,0.0098,1988-06-17,Fragmented,Medium,MEO
D2956,2002-10-02,9096.75,2.8x1.7x0.6,1030.29,47.51,0.0617,5.28,Composite,0.0438,1962-03-15,Inactive,Low,LEO
D2957,1959-06-06,5460.88,3.8x1.3x1.0,22644.98,55.07,0.0237,5.55,Polymer,0.02,1989-10-01,Active,Medium,MEO
D2958,1964-01-26,3501.99,4.8x4.3x2.2,5605.16,2.5,0.1,5.58,Polymer,0.0877,1976-12-25,Inactive,Medium,MEO
D2959,2009-11-03,8190.7,4.8x2.4x2.8,31919.73,175.82,0.052,2.68,Composite,0.0342,1986-09-11,Inactive,Low,MEO
D2960,1962-12-04,4006.76,1.3x3.8x1.9,25817.01,58.03,0.0245,2.28,Polymer,0.0651,1985-09-13,Inactive,Medium,MEO
D2961,1967-03-20,9587.49,3.9x0.5x2.9,4889.86,1.32,0.0029,2.24,Titanium,0.0723,1994-10-15,Fragmented,Medium,MEO
D2962,2017-05-20,9494.97,3.0x1.1x4.7,25558.6,104.13,0.058,6.99,Aluminum,0.0871,,Active,High,MEO
D2963,1986-03-06,4565.94,0.2x2.8x3.6,14298.62,12.19,0.0022,7.6,Polymer,0.0399,1970-02-02,Inactive,High,MEO
D2964,1984-02-08,1658.27,3.8x1.7x2.2,4055.69,51.47,0.0443,5.44,Polymer,0.0232,2037-07-23,Inactive,Medium,MEO
D2965,1993-08-13,5016.41,3.0x0.3x1.7,39638.89,89.07,0.0868,2.24,Composite,0.0118,1967-12-09,Fragmented,Low,GEO
D2966,1985-05-26,6373.83,3.2x1.5x4.3,24276.02,86.14,0.0336,4.83,Aluminum,0.0993,2046-01-17,Inactive,Low,MEO
D2967,1975-09-14,1077.12,2.4x0.5x0.9,19714.39,52.93,0.0069,7.67,Composite,0.0742,2007-10-14,Inactive,High,MEO
D2968,2007-02-12,8415.13,4.8x2.0x2.5,15228.13,160.83,0.0983,3.3,Composite,0.0649,1961-03-25,Fragmented,High,MEO
D2969,1977-11-16,7752.35,1.4x1.2x3.9,19862.45,32.7,0.0908,3.34,Aluminum,0.0257,2024-03-14,Inactive,High,MEO
D2970,1963-11-20,3076.9,1.6x2.1x4.3,25331.81,90.57,0.0562,4.63,Polymer,0.0162,1973-08-08,Inactive,High,MEO
D2971,1989-12-10,9264.51,2.1x4.3x2.4,21485.44,66.96,0.093,5.38,Aluminum,0.0037,2000-10-15,Fragmented,High,MEO
D2972,1998-04-07,4011.64,0.4x3.0x3.4,32161.84,51.18,0.0629,3.12,Polymer,0.0379,1981-04-10,Fragmented,Medium,MEO
D2973,2014-05-29,6552.42,1.7x1.2x4.9,3514.76,4.17,0.042,4.49,Polymer,0.0485,2020-08-13,Fragmented,Low,MEO
D2974,1990-05-10,7669.33,1.7x0.2x4.8,12056.32,125.3,0.0658,7.18,Steel,0.0244,,Inactive,High,MEO
D2975,1971-12-27,8100.26,3.6x4.7x2.9,27193.07,79.52,0.0875,5.49,Steel,0.0919,2006-08-09,Active,High,MEO
D2976,1958-07-31,7239.94,1.2x1.6x3.7,35677.56,127.82,0.0199,2.47,Composite,0.0049,1987-04-03,Fragmented,Low,MEO
D2977,2019-04-28,2515.2,1.3x4.2x1.0,34417.45,72.01,0.0305,5.38,Steel,0.0484,,Inactive,Low,MEO
D2978,2016-10-25,1730.65,4.4x4.9x3.3,31835.24,99.41,0.0039,2.88,Polymer,0.0487,2012-02-02,Active,Medium,MEO
D2979,1997-12-28,4896.25,3.0x3.5x0.8,28312.9,57.13,0.0972,5.01,Polymer,0.0149,1988-12-27,Inactive,Medium,MEO
D2980,1998-06-29,9255.0,4.3x1.6x2.8,20300.99,157.07,0.083,4.05,Titanium,0.0409,2001-12-22,Active,Low,MEO
D2981,1963-12-12,5607.86,4.9x4.7x4.6,23939.43,126.92,0.0461,6.88,Steel,0.0982,,Active,High,MEO
D2982,2009-05-05,4539.82,0.9x2.1x1.1,9862.03,40.57,0.0431,3.06,Steel,0.0487,,Active,Low,MEO
D2983,1962-06-04,6212.78,1.8x3.7x0.9,27141.02,152.8,0.0964,2.49,Polymer,0.0684,1968-07-17,Inactive,Low,MEO
D2984,1984-12-12,6074.45,4.7x2.5x0.1,33429.64,150.59,0.0234,4.97,Composite,0.0631,,Active,High,MEO
D2985,1977-10-16,3692.55,0.6x4.3x0.7,4303.57,55.55,0.0543,2.34,Polymer,0.0423,2021-02-12,Inactive,Low,MEO
D2986,1991-12-31,6940.03,3.2x3.2x3.9,26765.11,173.97,0.0238,4.27,Steel,0.0194,1973-06-26,Fragmented,High,MEO
D2987,1988-10-18,4811.24,3.1x2.0x2.0,2458.86,119.29,0.0431,3.67,Titanium,0.0111,1990-02-07,Inactive,Medium,MEO
D2988,2022-05-30,6817.82,0.1x0.7x3.5,39192.74,147.83,0.0406,2.56,Composite,0.0265,2042-02-12,Inactive,Low,GEO
D2989,2009-04-29,9155.98,2.4x1.9x2.8,2081.18,154.21,0.0491,6.57,Composite,0.0007,,Active,Low,MEO
D2990,2000-01-15,5649.41,1.5x4.4x1.4,8225.67,118.93,0.0727,6.25,Composite,0.0319,2022-12-25,Inactive,Medium,MEO
D2991,2024-10-06,1370.45,2.4x0.4x2.4,19721.75,34.53,0.0291,5.9,Titanium,0.0075,1976-09-15,Fragmented,High,MEO
D2992,2021-08-05,2769.25,2.0x0.6x0.7,38114.09,85.94,0.052,4.16,Polymer,0.0346,1959-05-01,Active,High,GEO
D2993,1975-12-20,3342.74,2.3x3.0x2.4,33256.73,118.55,0.074,5.49,Steel,0.0451,2020-10-29,Inactive,Medium,MEO
D2994,2017-01-19,3402.73,2.9x1.0x3.4,1578.14,85.32,0.0527,2.96,Titanium,0.0796,1973-12-01,Active,Medium,LEO
D2995,2000-01-11,2863.29,1.6x4.4x0.5,17780.92,28.83,0.0569,3.51,Aluminum,0.0938,1999-11-29,Inactive,Low,MEO
D2996,1963-12-10,8302.0,4.2x2.2x1.2,2408.89,126.96,0.0858,7.94,Composite,0.0135,,Active,Low,MEO
D2997,1977-10-15,6157.95,0.2x1.5x4.7,1758.31,62.55,0.0256,4.43,Steel,0.0296,1977-05-31,Inactive,High,LEO
D2998,2001-02-11,4178.74,3.4x1.9x2.0,36806.66,117.33,0.0677,7.24,Composite,0.0342,1996-10-08,Fragmented,Medium,GEO
D2999,1976-02-09,3784.45,1.7x3.1x1.8,27524.37,162.73,0.0224,4.02,Polymer,0.0518,,Active,Low,MEO
D3000,1966-09-30,4132.31,4.3x3.3x4.9,12471.17,132.0,0.0157,4.85,Steel,0.032,2023-08-12,Active,High,MEO
D3001,1989-01-02,699.84,3.1x3.4x3.1,13204.71,89.25,0.0992,5.36,Steel,0.0685,1981-03-17,Active,Medium,MEO
D3002,1963-10-21,8266.9,0.8x2.4x0.5,34863.95,2.94,0.0717,5.98,Titanium,0.0752,2011-01-14,Inactive,Medium,MEO
D3003,2002-06-18,6413.8,3.5x4.0x5.0,15786.82,178.1,0.079,5.69,Composite,0.0703,,Active,Low,MEO
D3004,2019-07-23,885.77,1.9x2.0x4.1,7724.36,36.37,0.0723,4.54,Composite,0.0835,2051-09-30,Active,Medium,MEO
D3005,1968-03-25,960.63,3.7x3.1x3.4,16989.4,138.71,0.0692,6.98,Composite,0.0027,1994-09-02,Fragmented,High,MEO
D3006,2002-02-17,3900.55,3.5x0.2x2.6,35764.38,101.81,0.0881,4.34,Titanium,0.0321,,Active,Low,MEO
D3007,1978-07-29,494.85,4.9x1.4x2.4,7814.33,147.16,0.0045,4.37,Aluminum,0.0982,1994-06-05,Inactive,Medium,MEO
D3008,1983-07-05,6824.13,1.7x2.4x4.3,20392.04,169.58,0.0631,5.7,Steel,0.0061,1973-06-11,Inactive,High,MEO
D3009,1988-04-29,1765.06,4.5x1.2x2.2,15756.85,97.07,0.035,3.18,Steel,0.0531,2001-12-31,Active,Low,MEO
D3010,1999-07-18,4789.69,4.4x2.7x3.0,34402.61,74.57,0.0415,6.02,Composite,0.0245,2004-07-28,Inactive,Medium,MEO
D3011,2019-06-25,9289.53,0.7x4.6x4.0,10960.97,4.41,0.017,5.05,Steel,0.0978,2022-08-30,Fragmented,Medium,MEO
D3012,2024-09-06,7001.58,0.1x0.4x0.3,18228.24,76.46,0.0574,4.8,Titanium,0.0336,,Active,High,MEO
D3013,2000-05-21,1047.54,2.8x0.6x3.0,39864.46,69.92,0.0049,5.69,Steel,0.0583,2024-06-25,Fragmented,Medium,GEO
D3014,1971-11-08,4149.81,4.3x1.2x1.5,34268.54,17.59,0.0878,7.91,Composite,0.0107,2003-10-29,Fragmented,Medium,MEO
D3015,2006-07-05,8266.22,4.5x1.5x4.9,12832.01,113.53,0.0501,4.58,Composite,0.0569,1973-10-06,Fragmented,Low,MEO
D3016,2011-11-12,8382.42,3.3x1.3x3.9,31630.39,35.4,0.0233,2.68,Composite,0.0207,1988-11-09,Inactive,Medium,MEO
D3017,1993-09-07,2032.31,4.6x2.9x3.4,1343.39,53.52,0.0003,4.23,Steel,0.0026,1987-07-19,Inactive,Medium,LEO
D3018,2014-12-13,1585.36,1.4x0.2x1.1,21434.2,61.89,0.0183,6.17,Aluminum,0.0951,,Fragmented,High,MEO
D3019,1979-06-09,2771.81,1.6x2.3x0.3,26365.37,59.55,0.0806,6.58,Polymer,0.0385,2015-10-20,Fragmented,High,MEO
D3020,1961-08-01,7687.76,2.5x3.4x2.2,27570.67,21.41,0.0008,4.49,Steel,0.0516,,Active,High,MEO
D3021,2010-01-06,6838.02,0.4x0.8x4.2,34157.59,175.49,0.0661,4.36,Composite,0.0007,2006-11-18,Active,High,MEO
D3022,1963-12-28,2446.98,3.4x1.3x1.1,26168.39,123.3,0.0396,6.07,Titanium,0.0377,2026-04-22,Active,High,MEO
D3023,1990-08-17,2907.63,1.7x4.5x4.7,37019.22,43.07,0.048,7.47,Aluminum,0.0866,2023-07-20,Fragmented,High,GEO
D3024,1978-02-09,1176.54,2.0x4.3x3.4,26318.53,43.4,0.0085,2.07,Polymer,0.0673,2023-06-08,Fragmented,High,MEO
D3025,2005-09-03,7777.35,3.2x3.6x4.4,33211.2,105.37,0.0509,6.78,Composite,0.0742,,Inactive,Low,MEO
D3026,1986-05-11,1537.36,1.3x4.7x3.1,24505.43,126.22,0.0841,2.51,Composite,0.0522,2036-05-06,Active,Medium,MEO
D3027,2009-03-31,8495.54,4.6x3.4x2.7,17881.47,24.62,0.0862,6.99,Composite,0.0073,,Inactive,Low,MEO
D3028,2024-03-02,6446.28,2.1x1.0x4.5,36883.5,174.55,0.0221,5.81,Steel,0.001,2005-03-18,Active,High,GEO
D3029,2023-05-03,2506.1,4.1x2.0x1.5,2984.79,69.49,0.0976,7.0,Polymer,0.0891,,Fragmented,Low,MEO
D3030,2016-08-12,3414.1,4.4x4.5x2.1,24831.64,19.64,0.0801,7.69,Aluminum,0.0657,2051-07-12,Inactive,High,MEO
D3031,1967-03-09,2667.99,0.6x2.3x1.3,3623.98,76.81,0.0044,6.07,Steel,0.0077,,Active,High,MEO
D3032,1960-04-23,6834.68,0.8x2.8x0.3,1381.13,79.64,0.0474,6.74,Steel,0.0571,1991-02-14,Fragmented,Low,LEO
D3033,2024-05-24,6902.74,1.3x4.2x4.7,29114.82,39.61,0.0754,2.72,Steel,0.0345,1962-08-06,Active,High,MEO
D3034,2006-05-20,7090.96,2.7x2.7x3.8,12412.38,61.15,0.0046,3.93,Polymer,0.0786,,Active,High,MEO
D3035,1974-12-21,6942.79,4.8x0.2x0.8,30274.17,96.24,0.0304,3.35,Titanium,0.097,1995-11-24,Inactive,Low,MEO
D3036,1969-02-06,7007.81,3.7x1.4x3.5,1036.25,99.02,0.0377,7.95,Composite,0.0164,,Fragmented,Medium,LEO
D3037,1989-06-13,2403.81,2.3x4.6x0.4,35079.42,46.58,0.0303,3.2,Aluminum,0.0269,2027-09-13,Active,High,MEO
D3038,1974-12-12,9592.31,0.3x2.2x2.1,32860.86,12.56,0.0207,5.55,Titanium,0.0964,,Active,Medium,MEO
D3039,1985-05-13,6436.37,4.2x0.5x2.3,783.07,103.3,0.0008,4.02,Titanium,0.0671,,Inactive,Medium,LEO
D3040,2014-09-25,251.32,0.7x5.0x4.8,34177.76,41.26,0.0022,5.79,Polymer,0.0595,2039-07-26,Inactive,Medium,MEO
D3041,1998-07-11,6918.53,1.5x2.0x5.0,35568.92,103.03,0.0334,2.66,Polymer,0.0998,,Inactive,Medium,MEO
D3042,1970-11-06,7555.62,1.6x0.3x1.2,28209.93,21.27,0.054,5.42,Polymer,0.048,1963-02-12,Inactive,Medium,MEO
D3043,1984-11-01,3278.18,4.5x0.5x3.9,13968.19,1.4,0.094,3.89,Steel,0.0133,2013-04-06,Fragmented,High,MEO
D3044,2016-02-04,3647.04,1.1x1.3x1.1,31025.25,16.07,0.0437,4.03,Aluminum,0.0499,2020-12-14,Fragmented,High,MEO
D3045,1960-04-03,5831.13,1.7x3.2x4.3,16964.57,32.25,0.0356,4.81,Aluminum,0.014,,Inactive,Medium,MEO
D3046,1980-02-02,9116.88,2.3x0.1x3.8,14145.32,74.41,0.0568,6.96,Aluminum,0.0588,2041-03-23,Active,Low,MEO
D3047,1960-09-19,2671.47,2.4x2.7x5.0,17489.46,48.41,0.0969,6.1,Composite,0.0669,,Fragmented,High,MEO
D3048,1997-10-29,676.77,1.0x0.8x1.4,15771.65,94.48,0.087,2.99,Composite,0.0276,2011-04-12,Fragmented,Medium,MEO
D3049,2003-12-30,144.93,3.5x4.6x3.5,5274.51,84.14,0.0433,6.8,Polymer,0.0862,1961-05-09,Inactive,Medium,MEO
D3050,1958-11-01,2205.48,1.7x1.1x3.1,30079.83,19.21,0.0134,5.7,Composite,0.056,2024-12-01,Active,Medium,MEO
D3051,1990-02-27,786.8,2.5x4.9x1.6,39512.03,109.47,0.0742,4.28,Composite,0.0975,1968-10-13,Inactive,High,GEO
D3052,1982-06-25,9385.86,4.7x1.6x1.6,18132.47,89.57,0.0335,7.18,Titanium,0.085,1973-05-31,Active,Low,MEO
D3053,1967-08-30,7647.33,2.2x3.3x3.1,16140.17,97.92,0.0122,6.67,Titanium,0.0223,1968-11-05,Active,Low,MEO
D3054,1970-02-10,6218.9,3.7x2.8x1.3,3327.91,4.03,0.0727,4.73,Polymer,0.0347,,Inactive,High,MEO
D3055,2018-11-25,8830.13,1.0x0.8x3.1,6363.36,19.2,0.0195,7.44,Polymer,0.0763,2007-06-25,Inactive,Medium,MEO
D3056,2016-03-30,7241.89,2.8x3.2x2.7,32946.79,0.53,0.0412,5.0,Composite,0.0151,,Active,High,MEO
D3057,2018-01-05,5201.12,2.9x3.7x2.2,34831.32,108.66,0.0016,5.21,Titanium,0.0068,1982-12-20,Active,Low,MEO
D3058,2020-01-31,5956.38,4.2x2.0x3.3,38945.56,77.85,0.0581,5.6,Composite,0.0347,,Fragmented,Medium,GEO
D3059,2023-04-24,8772.96,5.0x2.3x4.1,5336.93,87.06,0.0441,7.95,Composite,0.0888,,Active,High,MEO
D3060,2004-01-06,1940.34,2.4x2.6x0.9,3361.18,71.31,0.0558,2.66,Steel,0.0223,,Active,Medium,MEO
D3061,1965-06-06,48.15,4.0x2.4x4.5,17727.25,86.78,0.0733,4.53,Steel,0.094,1965-07-26,Active,Medium,MEO
D3062,1994-11-11,5502.88,2.1x1.6x1.0,36805.47,2.15,0.0217,4.12,Aluminum,0.0188,2025-06-16,Fragmented,High,GEO
D3063,1990-07-20,3512.55,2.8x2.6x1.2,409.38,177.53,0.0401,5.65,Aluminum,0.0946,1973-01-27,Inactive,High,LEO
D3064,1981-04-09,841.48,4.5x3.2x0.6,36954.16,56.73,0.0007,3.87,Titanium,0.0884,2019-02-03,Active,Low,GEO
D3065,2011-02-13,6971.66,0.9x5.0x1.0,21257.75,49.87,0.0712,7.92,Composite,0.0459,2022-02-23,Active,Medium,MEO
D3066,1979-10-07,354.01,4.4x3.3x2.5,33074.55,149.18,0.0159,3.62,Aluminum,0.0574,1980-08-12,Inactive,Medium,MEO
D3067,1966-04-04,8289.12,0.8x3.9x1.1,4926.8,76.52,0.0998,3.57,Composite,0.072,,Active,Low,MEO
D3068,1974-01-03,4687.52,2.5x4.3x0.7,4178.67,41.12,0.0685,2.34,Titanium,0.0902,1968-03-17,Inactive,Medium,MEO
D3069,2010-10-28,5530.04,3.4x2.6x0.8,36679.42,9.78,0.0982,3.64,Polymer,0.0787,1973-04-07,Fragmented,Medium,GEO
D3070,2006-04-20,8987.39,4.6x2.6x1.4,1681.74,46.59,0.0845,4.25,Polymer,0.0004,2041-07-13,Active,Low,LEO
D3071,2019-08-02,6246.23,2.3x0.5x3.7,29578.03,119.81,0.0854,5.22,Steel,0.0417,,Fragmented,Medium,MEO
D3072,2011-03-17,6052.15,1.4x2.9x0.1,29099.94,41.16,0.0216,3.02,Aluminum,0.0346,1972-12-28,Fragmented,Low,MEO
D3073,1986-06-01,9980.37,2.9x2.0x1.2,39801.79,176.65,0.0308,3.72,Composite,0.0444,2021-03-24,Fragmented,Medium,GEO
D3074,2009-01-13,6209.9,2.8x4.8x3.6,1014.94,106.87,0.0961,7.76,Steel,0.0889,1967-07-15,Fragmented,High,LEO
D3075,2006-11-15,8054.79,1.7x2.5x2.3,26374.34,57.51,0.0435,7.6,Titanium,0.0022,2016-05-15,Inactive,Low,MEO
D3076,1999-12-23,8542.41,1.6x0.1x3.3,4905.14,145.74,0.024,6.1,Steel,0.0397,,Fragmented,Low,MEO
D3077,1978-08-11,9563.39,4.5x0.5x0.4,29532.73,159.84,0.0551,4.84,Composite,0.0358,1998-02-01,Active,Medium,MEO
D3078,1965-09-19,8220.75,4.9x3.3x1.9,2449.4,85.53,0.0792,6.0,Polymer,0.0275,1990-05-18,Active,High,MEO
D3079,1969-08-24,4887.72,1.8x0.9x0.3,22239.78,112.27,0.0951,5.33,Composite,0.007,2042-02-25,Fragmented,High,MEO
D3080,1988-08-23,8137.27,3.4x2.3x3.0,24628.48,154.72,0.0567,2.03,Titanium,0.07,1998-03-25,Active,Low,MEO
D3081,2010-05-02,2423.9,3.8x3.0x4.0,17979.03,164.61,0.0227,2.9,Aluminum,0.0357,,Fragmented,Low,MEO
D3082,1992-01-08,170.15,4.1x3.6x2.1,2527.03,107.71,0.0461,3.49,Aluminum,0.0272,2027-03-25,Inactive,Low,MEO
D3083,2011-03-02,7898.9,2.2x4.3x3.2,36515.98,162.81,0.0261,6.04,Steel,0.0369,,Fragmented,Low,GEO
